Property_ID,City,Property_Type,BHK,Built_up_Area_SqFt,Price_INR,Furnishing_Status,Transaction_Type,Construction_Status,Listing_Date,Agent_ID
PROP_3925,Hyderabad,Penthouse,4,1875,17649436,Semi-Furnished,New Property,Ready to Move,2023-09-11,AGT_025
PROP_3926,Lucknow,Independent House,3,4313,17337406,Unfurnished,New Property,Under Construction,2023-01-01,AGT_022
PROP_3927,Gurgaon,Independent House,4,2348,21409425,Furnished,New Property,Under Construction,2023-11-13,AGT_019
PROP_3928,Jaipur,Apartment,4,4675,18948883,Furnished,New Property,Under Construction,2023-06-19,AGT_023
PROP_3929,Mumbai,Independent House,1,2228,18721487,Semi-Furnished,New Property,Ready to Move,2023-04-11,AGT_014
PROP_3930,Delhi,Villa,2,4543,37374746,Furnished,New Property,Ready to Move,2023-06-16,AGT_021
PROP_3931,Noida,Penthouse,3,4675,39243092,Furnished,New Property,Ready to Move,2023-08-04,AGT_004
PROP_3932,Noida,Villa,3,2040,18019533,Unfurnished,New Property,Under Construction,2023-12-11,AGT_017
PROP_3933,Ambala,Apartment,1,1081,4217921,Semi-Furnished,New Property,Under Construction,2023-01-13,AGT_011
PROP_3934,Delhi,Independent House,5,3855,33880706,Semi-Furnished,New Property,Ready to Move,2023-08-13,AGT_011
PROP_3935,Noida,Villa,3,608,6485135,Furnished,New Property,Ready to Move,2023-10-28,AGT_020
PROP_3936,Mumbai,Independent House,5,2773,25174906,Furnished,Resale,Under Construction,2023-12-19,AGT_004
PROP_3937,Bangalore,Independent House,3,2125,19071217,Unfurnished,Resale,Under Construction,2023-11-23,AGT_002
PROP_3938,Gurgaon,Apartment,2,1780,15796196,Furnished,Resale,Ready to Move,2023-07-14,AGT_001
PROP_3939,Jaipur,Independent House,5,3497,15577636,Furnished,Resale,Under Construction,2023-01-10,AGT_021
PROP_3940,Gurgaon,Apartment,4,2636,23072925,Furnished,Resale,Under Construction,2023-03-17,AGT_022
PROP_3941,Delhi,Villa,4,1443,14182420,Semi-Furnished,New Property,Under Construction,2024-02-22,AGT_013
PROP_3942,Lucknow,Apartment,2,3130,12771786,Furnished,Resale,Ready to Move,2023-04-15,AGT_006
PROP_3943,Bangalore,Independent House,3,4354,36523595,Furnished,New Property,Under Construction,2023-10-14,AGT_007
PROP_3944,Hyderabad,Villa,5,1586,16095365,Semi-Furnished,New Property,Ready to Move,2023-03-19,AGT_017
PROP_3945,Delhi,Penthouse,5,962,10012502,Semi-Furnished,Resale,Under Construction,2023-11-18,AGT_006
PROP_3946,Hyderabad,Penthouse,2,3513,29937745,Furnished,New Property,Under Construction,2023-02-10,AGT_011
PROP_3947,Noida,Apartment,3,3241,27846543,Semi-Furnished,Resale,Ready to Move,2023-11-30,AGT_007
PROP_3948,Lucknow,Penthouse,4,4079,17205029,Furnished,New Property,Ready to Move,2023-04-29,AGT_013
PROP_3949,Hyderabad,Apartment,2,4387,36574956,Unfurnished,New Property,Under Construction,2023-11-27,AGT_014
PROP_3950,Ambala,Villa,5,2827,12851382,Unfurnished,Resale,Under Construction,2023-12-13,AGT_020
PROP_3951,Delhi,Independent House,3,1772,15984900,Unfurnished,New Property,Under Construction,2024-02-19,AGT_023
PROP_3952,Hyderabad,Villa,3,2098,18870888,Unfurnished,Resale,Ready to Move,2023-10-15,AGT_010
PROP_3953,Hyderabad,Villa,5,1123,12443800,Unfurnished,Resale,Under Construction,2024-01-07,AGT_016
PROP_3954,Chandigarh,Penthouse,5,1468,8457661,Unfurnished,New Property,Ready to Move,2023-11-11,AGT_013
PROP_3955,Delhi,Apartment,5,3282,28641675,Unfurnished,New Property,Under Construction,2023-10-18,AGT_001
PROP_3956,Lucknow,Independent House,4,2990,12943223,Furnished,Resale,Ready to Move,2023-08-12,AGT_013
PROP_3957,Mumbai,Apartment,5,1379,13491386,Unfurnished,Resale,Ready to Move,2023-12-16,AGT_004
PROP_3958,Jaipur,Apartment,3,4670,17920344,Semi-Furnished,Resale,Ready to Move,2023-09-04,AGT_005
PROP_3959,Jaipur,Apartment,3,3010,12191510,Furnished,Resale,Under Construction,2023-04-19,AGT_016
PROP_3960,Jaipur,Independent House,3,2918,12464192,Semi-Furnished,New Property,Ready to Move,2023-04-13,AGT_020
PROP_3961,Lucknow,Independent House,4,3339,14104503,Unfurnished,New Property,Under Construction,2023-09-14,AGT_013
PROP_3962,Gurgaon,Independent House,4,815,9318067,Unfurnished,New Property,Under Construction,2023-01-11,AGT_020
PROP_3963,Delhi,Apartment,5,1221,12745763,Unfurnished,New Property,Ready to Move,2023-05-25,AGT_010
PROP_3964,Hyderabad,Villa,3,4135,35387687,Semi-Furnished,Resale,Under Construction,2024-01-02,AGT_017
PROP_3965,Lucknow,Independent House,2,3774,14279872,Unfurnished,New Property,Under Construction,2024-01-19,AGT_019
PROP_3966,Ambala,Independent House,1,4338,15854068,Semi-Furnished,New Property,Under Construction,2023-09-26,AGT_017
PROP_3967,Delhi,Apartment,3,2189,19369931,Semi-Furnished,Resale,Ready to Move,2023-07-12,AGT_020
PROP_3968,Bangalore,Villa,4,2687,23696396,Furnished,Resale,Under Construction,2023-12-13,AGT_017
PROP_3969,Ambala,Villa,1,3720,13968576,Furnished,New Property,Under Construction,2023-04-16,AGT_003
PROP_3970,Mumbai,Independent House,3,3816,32491438,Furnished,Resale,Under Construction,2024-01-24,AGT_024
PROP_3971,Delhi,Penthouse,3,1005,9508965,Semi-Furnished,New Property,Ready to Move,2023-06-03,AGT_002
PROP_3972,Mumbai,Independent House,5,2761,25255941,Unfurnished,New Property,Under Construction,2023-09-22,AGT_009
PROP_3973,Ambala,Independent House,2,4026,15262754,Furnished,New Property,Ready to Move,2023-04-13,AGT_021
PROP_3974,Mumbai,Villa,2,3567,30489271,Unfurnished,New Property,Under Construction,2023-01-18,AGT_006
PROP_3975,Gurgaon,Apartment,1,3701,30359412,Semi-Furnished,Resale,Ready to Move,2023-11-25,AGT_009
PROP_3976,Lucknow,Villa,5,2678,11890518,Unfurnished,New Property,Ready to Move,2023-03-12,AGT_012
PROP_3977,Delhi,Villa,1,717,6677460,Unfurnished,Resale,Under Construction,2023-07-31,AGT_001
PROP_3978,Jaipur,Apartment,5,4029,16611995,Unfurnished,New Property,Under Construction,2023-06-20,AGT_012
PROP_3979,Chandigarh,Villa,5,2272,10764173,Unfurnished,Resale,Under Construction,2023-09-10,AGT_025
PROP_3980,Noida,Villa,1,458,4335303,Unfurnished,New Property,Ready to Move,2023-12-30,AGT_025
PROP_3981,Hyderabad,Apartment,4,602,6875395,Furnished,New Property,Under Construction,2023-03-11,AGT_010
PROP_3982,Noida,Independent House,4,4962,42390389,Semi-Furnished,New Property,Under Construction,2023-07-18,AGT_012
PROP_3983,Ambala,Independent House,2,1857,8127956,Semi-Furnished,Resale,Ready to Move,2024-02-12,AGT_014
PROP_3984,Chandigarh,Apartment,2,2760,10757426,Semi-Furnished,Resale,Ready to Move,2023-09-27,AGT_024
PROP_3985,Gurgaon,Villa,3,2235,19278502,Unfurnished,New Property,Under Construction,2023-09-29,AGT_017
PROP_3986,Hyderabad,Apartment,5,3421,30099910,Unfurnished,Resale,Under Construction,2023-09-02,AGT_002
PROP_3987,Mumbai,Penthouse,5,1023,10833075,Semi-Furnished,New Property,Under Construction,2023-10-20,AGT_009
PROP_3988,Jaipur,Villa,3,3490,13867105,Furnished,Resale,Under Construction,2023-06-18,AGT_019
PROP_3989,Delhi,Independent House,3,2084,18120708,Semi-Furnished,Resale,Ready to Move,2023-12-26,AGT_014
PROP_3990,Mumbai,Independent House,3,493,5488523,Unfurnished,New Property,Ready to Move,2023-12-02,AGT_005
PROP_3991,Hyderabad,Villa,2,1519,13557386,Unfurnished,Resale,Ready to Move,2023-12-12,AGT_009
PROP_3992,Hyderabad,Independent House,2,1284,11212060,Furnished,New Property,Ready to Move,2023-04-01,AGT_006
PROP_3993,Mumbai,Apartment,4,1649,15550242,Unfurnished,Resale,Under Construction,2023-11-25,AGT_014
PROP_3994,Gurgaon,Penthouse,2,2640,22154150,Unfurnished,New Property,Under Construction,2023-04-04,AGT_003
PROP_3995,Lucknow,Villa,3,2622,11138569,Unfurnished,New Property,Ready to Move,2023-05-10,AGT_016
PROP_3996,Bangalore,Villa,5,4774,40585000,Semi-Furnished,Resale,Ready to Move,2023-11-05,AGT_015
PROP_3997,Bangalore,Independent House,5,4699,40562726,Semi-Furnished,New Property,Under Construction,2023-12-15,AGT_022
PROP_3998,Lucknow,Apartment,3,4644,17871594,Unfurnished,New Property,Ready to Move,2024-02-23,AGT_016
PROP_3999,Bangalore,Independent House,5,3518,30563484,Unfurnished,New Property,Under Construction,2023-01-31,AGT_013
PROP_4000,Jaipur,Villa,5,2943,13720533,Semi-Furnished,New Property,Under Construction,2023-07-15,AGT_024
PROP_4001,Ambala,Independent House,2,1346,5975824,Semi-Furnished,Resale,Under Construction,2023-12-07,AGT_002
PROP_4002,Mumbai,Penthouse,5,2694,25039788,Semi-Furnished,New Property,Ready to Move,2023-06-17,AGT_018
PROP_4003,Noida,Villa,3,3197,27272131,Semi-Furnished,Resale,Ready to Move,2023-05-11,AGT_018
PROP_4004,Mumbai,Penthouse,2,4418,37235008,Semi-Furnished,New Property,Under Construction,2023-07-29,AGT_012
PROP_4005,Jaipur,Penthouse,1,1543,6093421,Semi-Furnished,Resale,Under Construction,2023-09-15,AGT_020
PROP_4006,Delhi,Penthouse,2,3892,32389371,Furnished,New Property,Under Construction,2024-02-01,AGT_010
PROP_4007,Jaipur,Penthouse,2,1650,7693955,Semi-Furnished,New Property,Under Construction,2023-11-26,AGT_015
PROP_4008,Jaipur,Penthouse,4,913,5851968,Semi-Furnished,New Property,Under Construction,2023-09-24,AGT_009
PROP_4009,Delhi,Apartment,1,3932,32668322,Furnished,Resale,Under Construction,2023-02-05,AGT_020
PROP_4010,Noida,Penthouse,2,1712,15436244,Furnished,New Property,Under Construction,2024-01-05,AGT_023
PROP_4011,Noida,Apartment,4,2908,25326156,Unfurnished,New Property,Under Construction,2023-09-01,AGT_018
PROP_4012,Hyderabad,Penthouse,4,4360,36800088,Unfurnished,Resale,Ready to Move,2023-05-12,AGT_018
PROP_4013,Mumbai,Villa,3,1990,18413577,Furnished,New Property,Ready to Move,2024-01-10,AGT_003
PROP_4014,Gurgaon,Penthouse,3,1902,17295389,Semi-Furnished,New Property,Ready to Move,2023-10-01,AGT_019
PROP_4015,Hyderabad,Villa,3,3649,31004981,Unfurnished,New Property,Ready to Move,2023-07-07,AGT_003
PROP_4016,Noida,Villa,1,699,6496933,Semi-Furnished,New Property,Under Construction,2023-05-02,AGT_014
PROP_4017,Ambala,Villa,5,1175,7247667,Furnished,New Property,Under Construction,2023-01-25,AGT_002
PROP_4018,Mumbai,Apartment,5,1565,15065255,Semi-Furnished,Resale,Under Construction,2023-02-23,AGT_012
PROP_4019,Jaipur,Villa,2,2533,10268222,Semi-Furnished,New Property,Under Construction,2023-08-05,AGT_016
PROP_4020,Ambala,Penthouse,5,828,5432381,Unfurnished,Resale,Ready to Move,2023-09-24,AGT_013
PROP_4021,Lucknow,Apartment,1,4067,14831426,Semi-Furnished,Resale,Ready to Move,2023-10-25,AGT_011
PROP_4022,Gurgaon,Villa,5,1985,18253380,Semi-Furnished,New Property,Ready to Move,2023-03-05,AGT_017
PROP_4023,Lucknow,Villa,3,2690,11542775,Semi-Furnished,Resale,Ready to Move,2023-08-20,AGT_004
PROP_4024,Gurgaon,Villa,2,1844,15557885,Semi-Furnished,New Property,Ready to Move,2023-02-26,AGT_020
PROP_4025,Jaipur,Apartment,5,1287,7622559,Unfurnished,Resale,Under Construction,2023-06-14,AGT_007
PROP_4026,Lucknow,Villa,2,1371,6124236,Furnished,New Property,Under Construction,2023-10-27,AGT_001
PROP_4027,Lucknow,Apartment,2,3590,13977694,Semi-Furnished,New Property,Under Construction,2023-05-02,AGT_006
PROP_4028,Noida,Independent House,4,513,6053973,Furnished,New Property,Under Construction,2023-05-13,AGT_021
PROP_4029,Lucknow,Penthouse,3,2423,10381181,Furnished,Resale,Ready to Move,2023-11-28,AGT_007
PROP_4030,Jaipur,Villa,2,908,4137589,Unfurnished,New Property,Under Construction,2023-09-19,AGT_016
PROP_4031,Noida,Villa,5,4942,42821859,Unfurnished,Resale,Under Construction,2023-02-21,AGT_007
PROP_4032,Noida,Villa,4,1652,15153623,Unfurnished,New Property,Under Construction,2023-06-27,AGT_025
PROP_4033,Gurgaon,Penthouse,4,2712,24149218,Furnished,Resale,Under Construction,2023-05-17,AGT_013
PROP_4034,Mumbai,Penthouse,4,824,9067806,Furnished,New Property,Under Construction,2023-03-26,AGT_019
PROP_4035,Bangalore,Apartment,5,2395,21791035,Furnished,Resale,Under Construction,2023-07-30,AGT_014
PROP_4036,Mumbai,Independent House,3,2540,22696741,Unfurnished,New Property,Ready to Move,2023-12-08,AGT_014
PROP_4037,Noida,Penthouse,4,2021,19012673,Unfurnished,New Property,Ready to Move,2023-01-14,AGT_013
PROP_4038,Ambala,Apartment,4,2057,10177485,Furnished,Resale,Under Construction,2023-02-25,AGT_002
PROP_4039,Mumbai,Penthouse,3,3329,28041981,Semi-Furnished,New Property,Ready to Move,2024-02-08,AGT_015
PROP_4040,Chandigarh,Penthouse,5,1093,7289259,Semi-Furnished,Resale,Ready to Move,2023-09-15,AGT_015
PROP_4041,Delhi,Penthouse,4,4404,37454044,Unfurnished,Resale,Ready to Move,2023-12-04,AGT_008
PROP_4042,Lucknow,Penthouse,1,3773,14580302,Furnished,Resale,Ready to Move,2024-01-01,AGT_009
PROP_4043,Lucknow,Villa,3,1661,7561138,Unfurnished,Resale,Under Construction,2023-12-19,AGT_020
PROP_4044,Bangalore,Penthouse,1,4882,40328822,Unfurnished,Resale,Under Construction,2023-05-23,AGT_022
PROP_4045,Bangalore,Penthouse,4,1030,11185958,Furnished,Resale,Ready to Move,2023-05-24,AGT_012
PROP_4046,Gurgaon,Independent House,4,3115,27756019,Unfurnished,Resale,Ready to Move,2023-08-13,AGT_010
PROP_4047,Bangalore,Penthouse,4,1816,16515954,Unfurnished,New Property,Under Construction,2023-05-21,AGT_001
PROP_4048,Lucknow,Apartment,1,4296,16072690,Semi-Furnished,New Property,Under Construction,2023-04-06,AGT_025
PROP_4049,Delhi,Independent House,1,1638,13545288,Unfurnished,Resale,Under Construction,2023-06-22,AGT_021
PROP_4050,Noida,Apartment,5,4109,36098037,Semi-Furnished,New Property,Under Construction,2023-04-12,AGT_009
PROP_4051,Chandigarh,Villa,2,1435,6335366,Semi-Furnished,New Property,Ready to Move,2023-09-08,AGT_017
PROP_4052,Delhi,Independent House,5,510,6869938,Unfurnished,New Property,Ready to Move,2023-10-23,AGT_018
PROP_4053,Ambala,Independent House,5,4635,18636119,Unfurnished,Resale,Ready to Move,2024-01-08,AGT_013
PROP_4054,Chandigarh,Penthouse,2,923,4130539,Unfurnished,New Property,Under Construction,2023-02-25,AGT_013
PROP_4055,Chandigarh,Independent House,3,1452,7360754,Unfurnished,Resale,Under Construction,2023-04-21,AGT_005
PROP_4056,Noida,Independent House,4,4384,37705374,Furnished,New Property,Under Construction,2023-12-30,AGT_018
PROP_4057,Noida,Villa,5,2734,25023012,Semi-Furnished,Resale,Ready to Move,2023-11-21,AGT_011
PROP_4058,Bangalore,Penthouse,4,2527,22676556,Semi-Furnished,New Property,Ready to Move,2023-08-04,AGT_001
PROP_4059,Bangalore,Penthouse,4,1848,16615517,Unfurnished,New Property,Under Construction,2023-10-06,AGT_016
PROP_4060,Jaipur,Independent House,1,803,3597550,Semi-Furnished,New Property,Under Construction,2024-01-02,AGT_012
PROP_4061,Gurgaon,Independent House,2,3446,28444551,Furnished,New Property,Ready to Move,2023-11-01,AGT_020
PROP_4062,Lucknow,Apartment,1,4164,15643793,Furnished,New Property,Ready to Move,2024-02-08,AGT_005
PROP_4063,Mumbai,Penthouse,3,4935,41328842,Unfurnished,Resale,Under Construction,2023-06-30,AGT_022
PROP_4064,Jaipur,Penthouse,5,2138,10860030,Semi-Furnished,New Property,Under Construction,2023-12-09,AGT_001
PROP_4065,Gurgaon,Apartment,4,2214,20531892,Semi-Furnished,New Property,Ready to Move,2023-12-20,AGT_013
PROP_4066,Gurgaon,Apartment,4,404,5395496,Furnished,Resale,Under Construction,2023-10-05,AGT_015
PROP_4067,Bangalore,Penthouse,2,4693,39076320,Unfurnished,New Property,Under Construction,2023-12-15,AGT_022
PROP_4068,Lucknow,Villa,1,2153,7852673,Furnished,New Property,Ready to Move,2023-06-08,AGT_001
PROP_4069,Bangalore,Apartment,5,860,9405436,Unfurnished,Resale,Ready to Move,2023-08-21,AGT_023
PROP_4070,Delhi,Villa,3,2429,20762084,Unfurnished,Resale,Ready to Move,2024-02-13,AGT_004
PROP_4071,Chandigarh,Villa,1,996,4553309,Unfurnished,Resale,Under Construction,2023-11-11,AGT_020
PROP_4072,Chandigarh,Independent House,3,3059,12038128,Unfurnished,Resale,Ready to Move,2023-04-21,AGT_005
PROP_4073,Jaipur,Apartment,4,4726,18849817,Unfurnished,Resale,Under Construction,2023-12-29,AGT_025
PROP_4074,Mumbai,Independent House,1,4974,40201413,Furnished,Resale,Under Construction,2023-06-14,AGT_016
PROP_4075,Jaipur,Independent House,2,4146,15790737,Semi-Furnished,Resale,Ready to Move,2023-12-20,AGT_017
PROP_4076,Delhi,Apartment,5,4738,40945054,Unfurnished,Resale,Ready to Move,2023-06-22,AGT_019
PROP_4077,Bangalore,Independent House,1,2796,23276760,Furnished,Resale,Under Construction,2023-08-15,AGT_004
PROP_4078,Chandigarh,Apartment,5,2360,10856632,Semi-Furnished,Resale,Under Construction,2023-12-21,AGT_022
PROP_4079,Chandigarh,Apartment,1,4638,17729182,Semi-Furnished,New Property,Ready to Move,2023-02-25,AGT_007
PROP_4080,Gurgaon,Apartment,4,2563,22461370,Furnished,New Property,Under Construction,2023-05-21,AGT_024
PROP_4081,Hyderabad,Independent House,3,3839,32244667,Semi-Furnished,New Property,Under Construction,2023-02-20,AGT_011
PROP_4082,Noida,Apartment,5,2901,25842044,Furnished,New Property,Under Construction,2023-12-13,AGT_006
PROP_4083,Hyderabad,Apartment,2,2578,22320590,Unfurnished,Resale,Ready to Move,2023-10-15,AGT_020
PROP_4084,Bangalore,Penthouse,1,3656,29815964,Semi-Furnished,Resale,Under Construction,2023-09-21,AGT_014
PROP_4085,Bangalore,Apartment,3,3881,32391156,Semi-Furnished,New Property,Ready to Move,2023-03-31,AGT_015
PROP_4086,Bangalore,Apartment,5,2877,25867232,Unfurnished,Resale,Under Construction,2023-06-19,AGT_017
PROP_4087,Chandigarh,Villa,2,1368,6567450,Furnished,Resale,Ready to Move,2023-10-01,AGT_006
PROP_4088,Jaipur,Villa,2,2474,10258971,Semi-Furnished,Resale,Ready to Move,2023-07-02,AGT_008
PROP_4089,Gurgaon,Penthouse,4,1326,13018284,Semi-Furnished,Resale,Under Construction,2023-03-04,AGT_004
PROP_4090,Noida,Villa,3,957,10017915,Semi-Furnished,New Property,Ready to Move,2023-03-31,AGT_018
PROP_4091,Jaipur,Independent House,5,521,4470696,Furnished,New Property,Under Construction,2023-01-25,AGT_009
PROP_4092,Jaipur,Villa,2,3961,14759773,Unfurnished,Resale,Under Construction,2023-10-03,AGT_009
PROP_4093,Jaipur,Penthouse,2,594,2904712,Furnished,Resale,Under Construction,2023-01-29,AGT_009
PROP_4094,Chandigarh,Independent House,2,1641,7585623,Furnished,Resale,Ready to Move,2023-11-02,AGT_006
PROP_4095,Mumbai,Independent House,5,1918,18383357,Furnished,Resale,Ready to Move,2023-06-13,AGT_006
PROP_4096,Delhi,Independent House,5,3121,28251219,Unfurnished,Resale,Ready to Move,2023-01-28,AGT_012
PROP_4097,Noida,Penthouse,2,2262,19984208,Furnished,New Property,Ready to Move,2024-02-15,AGT_020
PROP_4098,Chandigarh,Independent House,2,1881,8370502,Unfurnished,Resale,Ready to Move,2023-05-28,AGT_013
PROP_4099,Mumbai,Penthouse,2,2632,22633565,Furnished,New Property,Ready to Move,2023-07-04,AGT_003
PROP_4100,Chandigarh,Apartment,2,1160,5090410,Unfurnished,New Property,Ready to Move,2023-12-25,AGT_002
PROP_4101,Gurgaon,Penthouse,2,4391,36231799,Furnished,Resale,Under Construction,2024-02-16,AGT_025
PROP_4102,Noida,Penthouse,2,767,7545164,Unfurnished,New Property,Under Construction,2023-12-19,AGT_024
PROP_4103,Bangalore,Apartment,2,2800,23888341,Semi-Furnished,New Property,Under Construction,2023-02-13,AGT_008
PROP_4104,Lucknow,Penthouse,3,2532,10324134,Unfurnished,New Property,Ready to Move,2024-01-23,AGT_020
PROP_4105,Mumbai,Penthouse,5,850,9659709,Semi-Furnished,Resale,Ready to Move,2023-07-01,AGT_022
PROP_4106,Ambala,Independent House,3,4059,16160151,Semi-Furnished,Resale,Under Construction,2023-11-25,AGT_007
PROP_4107,Gurgaon,Independent House,3,1616,14333451,Furnished,New Property,Under Construction,2023-03-29,AGT_006
PROP_4108,Lucknow,Penthouse,3,2485,10368419,Furnished,New Property,Under Construction,2023-10-10,AGT_004
PROP_4109,Gurgaon,Independent House,5,3618,31868830,Furnished,New Property,Under Construction,2023-09-10,AGT_001
PROP_4110,Hyderabad,Independent House,5,3099,28089678,Unfurnished,Resale,Under Construction,2023-03-02,AGT_019
PROP_4111,Gurgaon,Penthouse,2,933,8286227,Furnished,New Property,Ready to Move,2024-01-01,AGT_012
PROP_4112,Chandigarh,Villa,1,2232,9089855,Semi-Furnished,Resale,Under Construction,2023-12-01,AGT_002
PROP_4113,Ambala,Apartment,2,2457,9813190,Furnished,Resale,Under Construction,2023-03-09,AGT_024
PROP_4114,Bangalore,Penthouse,4,3497,30331504,Semi-Furnished,Resale,Ready to Move,2023-03-03,AGT_017
PROP_4115,Mumbai,Penthouse,3,2629,22652447,Unfurnished,Resale,Ready to Move,2024-01-24,AGT_004
PROP_4116,Lucknow,Penthouse,4,3931,15876571,Semi-Furnished,New Property,Ready to Move,2023-11-26,AGT_018
PROP_4117,Mumbai,Penthouse,2,3993,33754620,Semi-Furnished,Resale,Under Construction,2023-05-22,AGT_001
PROP_4118,Jaipur,Independent House,1,3536,12848867,Furnished,New Property,Under Construction,2023-12-21,AGT_013
PROP_4119,Bangalore,Independent House,3,4106,34776454,Semi-Furnished,Resale,Ready to Move,2023-05-31,AGT_018
PROP_4120,Noida,Villa,2,1495,13388052,Furnished,New Property,Ready to Move,2023-08-31,AGT_017
PROP_4121,Noida,Apartment,3,3735,31928428,Furnished,New Property,Under Construction,2023-11-05,AGT_004
PROP_4122,Chandigarh,Penthouse,4,1045,5679173,Furnished,New Property,Under Construction,2023-06-09,AGT_020
PROP_4123,Mumbai,Independent House,5,4011,34623604,Unfurnished,Resale,Under Construction,2023-12-13,AGT_015
PROP_4124,Noida,Penthouse,2,3680,30816830,Semi-Furnished,Resale,Ready to Move,2023-06-28,AGT_002
PROP_4125,Gurgaon,Penthouse,5,1334,14076625,Furnished,Resale,Under Construction,2023-04-25,AGT_009
PROP_4126,Hyderabad,Penthouse,3,917,8823154,Unfurnished,Resale,Under Construction,2023-05-19,AGT_024
PROP_4127,Gurgaon,Independent House,3,1503,13429500,Semi-Furnished,Resale,Ready to Move,2023-12-02,AGT_003
PROP_4128,Hyderabad,Penthouse,4,2957,26057298,Unfurnished,New Property,Ready to Move,2023-03-14,AGT_024
PROP_4129,Delhi,Penthouse,2,3441,29178834,Semi-Furnished,New Property,Under Construction,2024-01-29,AGT_014
PROP_4130,Jaipur,Independent House,2,2052,8140481,Unfurnished,Resale,Under Construction,2024-02-13,AGT_024
PROP_4131,Mumbai,Villa,3,4807,39938016,Unfurnished,Resale,Under Construction,2024-01-02,AGT_008
PROP_4132,Noida,Independent House,1,727,6910590,Semi-Furnished,Resale,Under Construction,2023-02-01,AGT_002
PROP_4133,Bangalore,Penthouse,3,3263,28390451,Furnished,Resale,Ready to Move,2023-03-11,AGT_006
PROP_4134,Noida,Villa,5,1476,14437966,Semi-Furnished,Resale,Ready to Move,2024-01-15,AGT_019
PROP_4135,Chandigarh,Penthouse,3,4388,17263802,Unfurnished,Resale,Under Construction,2023-09-16,AGT_001
PROP_4136,Noida,Independent House,4,3272,28841499,Unfurnished,New Property,Under Construction,2023-08-21,AGT_016
PROP_4137,Gurgaon,Apartment,3,3654,31127230,Semi-Furnished,Resale,Ready to Move,2023-06-14,AGT_011
PROP_4138,Hyderabad,Apartment,2,906,9033280,Unfurnished,New Property,Under Construction,2023-01-21,AGT_005
PROP_4139,Jaipur,Independent House,5,2274,11284608,Unfurnished,New Property,Ready to Move,2023-03-28,AGT_025
PROP_4140,Ambala,Independent House,4,841,5653346,Semi-Furnished,New Property,Under Construction,2024-02-20,AGT_021
PROP_4141,Bangalore,Apartment,5,4102,35343107,Semi-Furnished,New Property,Ready to Move,2023-07-16,AGT_002
PROP_4142,Lucknow,Independent House,4,2476,11273147,Semi-Furnished,Resale,Under Construction,2023-09-02,AGT_004
PROP_4143,Lucknow,Apartment,4,429,3359670,Furnished,Resale,Under Construction,2023-12-26,AGT_011
PROP_4144,Bangalore,Independent House,1,4909,40761837,Unfurnished,New Property,Under Construction,2023-02-18,AGT_018
PROP_4145,Hyderabad,Villa,4,3427,29666883,Furnished,Resale,Ready to Move,2023-12-16,AGT_006
PROP_4146,Noida,Independent House,3,2572,22580485,Semi-Furnished,Resale,Under Construction,2023-05-23,AGT_002
PROP_4147,Lucknow,Independent House,1,4142,15790815,Furnished,Resale,Under Construction,2023-12-02,AGT_006
PROP_4148,Lucknow,Penthouse,4,3704,15124188,Semi-Furnished,New Property,Under Construction,2023-03-19,AGT_014
PROP_4149,Lucknow,Penthouse,2,4065,15061769,Unfurnished,New Property,Under Construction,2023-04-14,AGT_007
PROP_4150,Lucknow,Villa,3,4594,18140447,Furnished,New Property,Ready to Move,2023-04-11,AGT_003
PROP_4151,Lucknow,Villa,4,4314,17792443,Furnished,New Property,Under Construction,2023-12-14,AGT_010
PROP_4152,Ambala,Villa,4,568,4873535,Unfurnished,New Property,Ready to Move,2023-10-09,AGT_022
PROP_4153,Mumbai,Villa,2,2226,19151454,Semi-Furnished,New Property,Ready to Move,2023-05-13,AGT_023
PROP_4154,Bangalore,Apartment,5,3994,34480467,Furnished,New Property,Under Construction,2023-06-09,AGT_015
PROP_4155,Jaipur,Apartment,2,3762,14290819,Furnished,New Property,Under Construction,2023-04-18,AGT_003
PROP_4156,Delhi,Penthouse,3,4176,34993063,Furnished,New Property,Under Construction,2023-08-06,AGT_004
PROP_4157,Ambala,Penthouse,1,2874,10393170,Unfurnished,Resale,Ready to Move,2023-07-17,AGT_003
PROP_4158,Chandigarh,Apartment,1,2227,8454961,Unfurnished,Resale,Under Construction,2023-08-17,AGT_008
PROP_4159,Lucknow,Independent House,3,617,4228650,Semi-Furnished,Resale,Ready to Move,2023-02-14,AGT_024
PROP_4160,Noida,Villa,4,4642,39013116,Semi-Furnished,New Property,Under Construction,2023-11-27,AGT_018
PROP_4161,Lucknow,Penthouse,5,1925,10019594,Unfurnished,Resale,Under Construction,2023-08-03,AGT_019
PROP_4162,Jaipur,Villa,5,1748,9537629,Unfurnished,Resale,Ready to Move,2023-04-23,AGT_020
PROP_4163,Noida,Independent House,1,1425,12389266,Unfurnished,Resale,Under Construction,2023-07-03,AGT_005
PROP_4164,Gurgaon,Apartment,2,3189,26489941,Semi-Furnished,New Property,Ready to Move,2024-02-18,AGT_005
PROP_4165,Gurgaon,Villa,5,4526,39691071,Furnished,New Property,Under Construction,2023-05-19,AGT_010
PROP_4166,Gurgaon,Villa,5,3783,33745947,Semi-Furnished,Resale,Ready to Move,2023-09-09,AGT_023
PROP_4167,Gurgaon,Independent House,5,466,6401994,Semi-Furnished,New Property,Under Construction,2024-02-03,AGT_014
